1	10
1	23
1	30
1	31
1	55
1	56
1	57
1	61
1	65
1	70
1	72
1	79
1	84
1	85
1	122
1	128
2	3
2	7
2	15
2	16
2	17
2	58
2	59
2	64
2	66
2	68
2	88
2	106
2	115
2	117
2	118
2	125
3	2
3	4
3	5
3	7
3	17
3	34
3	60
3	62
3	64
3	71
3	88
3	89
3	114
3	118
3	123
3	125
4	3
4	6
4	7
4	8
4	27
4	34
4	58
4	60
4	68
4	71
4	82
4	88
4	110
4	119
4	124
4	125
5	3
5	9
5	13
5	29
5	40
5	44
5	65
5	76
5	83
5	90
5	92
5	94
5	105
5	108
5	112
5	113
6	4
6	10
6	11
6	16
6	58
6	64
6	67
6	71
6	75
6	82
6	88
6	89
6	98
6	106
6	110
6	115
7	2
7	3
7	4
7	8
7	23
7	34
7	59
7	60
7	62
7	64
7	75
7	82
7	88
7	106
7	114
7	123
8	4
8	7
8	10
8	16
8	17
8	25
8	58
8	60
8	62
8	64
8	67
8	75
8	98
8	114
8	115
8	118
9	5
9	13
9	27
9	29
9	33
9	38
9	43
9	44
9	76
9	84
9	90
9	94
9	105
9	108
9	112
9	121
10	1
10	6
10	8
10	16
10	19
10	34
10	62
10	64
10	68
10	88
10	106
10	110
10	118
10	121
10	123
10	124
11	6
11	18
11	20
11	39
11	46
11	48
11	50
11	52
11	53
11	86
11	100
11	102
11	107
11	109
11	120
11	127
12	24
12	39
12	41
12	46
12	47
12	50
12	52
12	57
12	74
12	93
12	101
12	102
12	109
12	117
12	119
12	127
13	5
13	9
13	27
13	29
13	37
13	40
13	44
13	46
13	54
13	65
13	90
13	92
13	94
13	104
13	112
13	126
14	23
14	26
14	30
14	36
14	40
14	42
14	51
14	55
14	57
14	63
14	79
14	81
14	85
14	91
14	122
14	128
15	2
15	23
15	30
15	31
15	35
15	36
15	51
15	55
15	57
15	72
15	76
15	85
15	87
15	91
15	99
15	122
16	2
16	6
16	8
16	10
16	17
16	49
16	54
16	58
16	66
16	67
16	75
16	89
16	110
16	115
16	123
16	124
17	2
17	3
17	8
17	16
17	19
17	21
17	38
17	59
17	62
17	71
17	75
17	89
17	110
17	114
17	115
17	118
18	11
18	25
18	28
18	32
18	39
18	48
18	49
18	52
18	64
18	86
18	93
18	95
18	100
18	102
18	117
18	127
19	10
19	17
19	34
19	58
19	59
19	60
19	62
19	67
19	68
19	75
19	89
19	95
19	106
19	110
19	125
19	127
20	11
20	25
20	28
20	39
20	48
20	50
20	53
20	86
20	93
20	100
20	101
20	102
20	107
20	109
20	111
20	122
21	17
21	22
21	27
21	29
21	37
21	38
21	40
21	52
21	54
21	65
21	73
21	83
21	104
21	108
21	121
21	126
22	21
22	27
22	29
22	43
22	44
22	45
22	54
22	65
22	69
22	73
22	90
22	92
22	101
22	104
22	105
22	116
23	1
23	7
23	14
23	15
23	30
23	35
23	51
23	55
23	56
23	61
23	72
23	80
23	85
23	91
23	99
23	114
24	12
24	25
24	28
24	47
24	48
24	49
24	50
24	59
24	82
24	86
24	93
24	95
24	102
24	107
24	109
24	120
25	8
25	18
25	20
25	24
25	32
25	41
25	49
25	50
25	53
25	93
25	100
25	107
25	111
25	117
25	120
25	127
26	14
26	31
26	35
26	37
26	55
26	57
26	77
26	78
26	81
26	84
26	87
26	91
26	97
26	99
26	122
26	128
27	4
27	9
27	13
27	21
27	22
27	29
27	38
27	43
27	69
27	92
27	98
27	104
27	108
27	116
27	121
27	126
28	18
28	20
28	24
28	32
28	41
28	46
28	48
28	49
28	52
28	69
28	86
28	93
28	100
28	107
28	111
28	119
29	5
29	9
29	13
29	21
29	22
29	27
29	37
29	69
29	76
29	83
29	90
29	105
29	107
29	113
29	116
29	121
30	1
30	14
30	15
30	23
30	35
30	36
30	42
30	54
30	56
30	70
30	78
30	87
30	91
30	97
30	99
30	103
31	1
31	15
31	26
31	36
31	48
31	51
31	56
31	70
31	72
31	78
31	81
31	85
31	91
31	96
31	97
31	99
32	18
32	25
32	28
32	41
32	46
32	48
32	53
32	56
32	86
32	95
32	102
32	107
32	109
32	111
32	119
32	127
33	9
33	40
33	44
33	45
33	65
33	73
