1	34 
2	15 
3	21 
4	34 
5	14 
6	34 
7	18 
8	16 
9	29 
10	31 
11	29 
12	18 
13	1 
14	16 
15	22 
16	16 
17	7 
18	2 
19	36 
20	34 
21	11 
22	9 
23	31 
24	4 
25	15 
26	33 
27	27 
28	22 
29	35 
30	7 
31	38 
32	28 
33	35 
34	11 
35	39 
36	23 
37	5 
38	32 
39	23 
40	24 
41	8 
42	34 
43	29 
44	19 
45	37 
46	21 
47	35 
48	20 
49	6 
50	27 
51	7 
52	6 
53	37 
54	12 
55	29 
56	14 
57	32 
58	17 
59	8 
60	2 
61	33 
62	37 
63	37 
64	38 
65	6 
66	38 
67	15 
68	35 
69	29 
70	6 
71	3 
72	29 
73	34 
74	1 
75	37 
76	37 
77	39 
78	18 
79	3 
80	36 
81	11 
82	19 
83	33 
84	17 
85	24 
86	38 
87	2 
88	4 
89	28 
90	17 
91	28 
92	26 
93	3 
94	18 
95	22 
96	23 
97	15 
98	32 
99	32 
100	37 
101	34 
102	7 
103	12 
104	18 
105	6 
106	18 
107	19 
108	9 
109	15 
110	38 
111	13 
112	16 
113	39 
114	29 
115	1 
116	7 
117	19 
118	33 
119	34 
120	21 
121	22 
122	1 
123	23 
124	31 
125	3 
126	32 
127	22 
128	33 
129	1 
130	32 
131	15 
132	27 
133	9 
134	18 
135	27 
136	15 
137	38 
138	18 
139	19 
140	5 
141	31 
142	8 
143	14 
144	24 
145	15 
146	39 
147	13 
148	12 
149	23 
150	35 
151	9 
152	34 
153	14 
154	9 
155	16 
156	29 
157	25 
158	37 
159	31 
160	30 
161	19 
162	22 
163	13 
164	24 
165	6 
166	4 
167	1 
168	35 
169	8 
170	16 
171	20 
172	36 
173	40 
174	32 
175	14 
176	13 
177	10 
178	3 
179	18 
180	24 
181	29 
182	37 
183	27 
184	28 
185	19 
186	13 
187	5 
188	25 
189	12 
190	36 
191	1 
192	7 
193	9 
194	7 
195	26 
196	11 
197	5 
198	24 
199	40 
200	11 
201	13 
202	8 
203	1 
204	17 
205	34 
206	28 
207	15 
208	37 
209	28 
210	18 
211	4 
212	12 
213	2 
214	20 
215	39 
216	37 
217	4 
218	16 
219	35 
220	22 
221	20 
222	11 
223	26 
224	17 
225	35 
226	2 
227	12 
228	30 
229	12 
230	15 
231	20 
232	21 
233	2 
234	1 
235	20 
236	16 
237	39 
238	20 
239	6 
240	13 
241	32 
242	33 
243	21 
244	28 
245	9 
246	5 
247	2 
248	10 
249	26 
250	6 
251	32 
252	27 
253	32 
254	33 
255	2 
256	8 
257	31 
258	15 
259	25 
260	20 
261	8 
262	11 
263	5 
264	13 
265	27 
266	3 
267	10 
268	5 
269	17 
270	3 
271	4 
272	10 
273	11 
274	30 
275	15 
276	19 
277	25 
278	16 
279	36 
280	36 
281	5 
282	40 
283	12 
284	23 
285	3 
286	15 
287	19 
288	5 
289	28 
290	24 
291	24 
292	31 
293	29 
294	6 
295	13 
296	14 
297	1 
298	12 
299	16 
300	40 
301	4 
302	2 
303	10 
304	36 
305	7 
306	15 
307	28 
308	33 
309	8 
310	37 
311	28 
312	5 
313	25 
314	1 
315	10 
316	12 
317	37 
318	3 
319	2 
320	12 
321	36 
322	24 
323	25 
324	6 
325	1 
326	22 
327	40 
328	8 
329	17 
330	39 
331	13 
332	35 
333	38 
334	2 
335	7 
336	3 
337	13 
338	15 
339	26 
340	14 
341	9 
342	25 
343	19 
344	20 
345	8 
346	25 
347	11 
348	30 
349	23 
350	15 
351	23 
352	32 
353	19 
354	5 
355	36 
356	20 
357	1 
358	10 
359	2 
360	30 
361	35 
362	30 
363	6 
364	13 
365	2 
366	4 
367	24 
368	4 
369	13 
370	8 
371	38 
372	20 
373	25 
374	21 
375	31 
376	23 
377	8 
378	4 
379	10 
380	26 
381	28 
382	26 
383	9 
384	37 
385	3 
386	20 
387	25 
388	4 
389	11 
390	38 
391	13 
392	8 
393	24 
394	5 
395	31 
396	11 
397	22 
398	21 
399	12 
400	14 
401	22 
402	2 
403	37 
404	31 
405	36 
406	36 
407	22 
408	20 
409	5 
410	31 
411	40 
412	9 
413	2 
414	37 
415	36 
416	9 
417	20 
418	40 
419	4 
420	27 
421	23 
422	11 
423	27 
424	8 
425	36 
426	40 
427	17 
428	40 
429	15 
430	17 
431	14 
432	28 
433	14 
434	14 
435	23 
436	27 
437	35 
438	14 
439	27 
440	9 
441	21 
442	5 
443	20 
444	10 
445	11 
446	39 
447	12 
448	10 
449	9 
450	15 
451	39 
452	40 
453	26 
454	22 
455	26 
456	40 
457	38 
458	8 
459	17 
460	17 
461	37 
462	31 
463	13 
464	21 
465	9 
466	23 
467	40 
468	40 
469	37 
470	24 
471	28 
472	21 
473	39 
474	39 
475	2 
476	1 
477	21 
478	5 
479	25 
480	5 
481	15 
482	27 
483	26 
484	7 
485	39 
486	1 
487	25 
488	30 
489	9 
490	4 
491	9 
492	30 
493	37 
494	35 
495	27 
496	14 
497	10 
498	25 
499	37 
500	5 
501	25 
502	17 
503	37 
504	21 
505	35 
506	2 
507	38 
508	38 
509	4 
510	8 
511	30 
512	33 
513	25 
514	8 
515	4 
516	26 
517	12 
518	20 
519	22 
520	7 
521	3 
522	37 
523	26 
524	12 
525	31 
526	17 
527	23 
528	31 
529	27 
530	30 
531	31 
532	31 
533	35 
534	25 
535	1 
536	28 
537	27 
538	21 
539	28 
540	26 
541	14 
542	9 
543	10 
544	36 
545	25 
546	10 
547	24 
548	10 
549	7 
550	4 
551	17 
552	7 
553	7 
554	38 
555	23 
556	8 
557	39 
558	25 
559	23 
560	22 
561	25 
562	7 
563	10 
564	22 
565	1 
566	33 
567	25 
568	40 
569	39 
570	14 
571	4 
572	1 
573	20 
574	23 
575	2 
576	20 
577	17 
578	8 
579	21 
580	30 
581	39 
582	38 
583	27 
584	11 
585	25 
586	8 
587	26 
588	33 
589	24 
590	33 
591	24 
592	21 
593	24 
594	23 
595	12 
596	27 
597	1 
598	30 
599	3 
600	36 
601	23 
602	40 
603	26 
604	9 
605	9 
606	39 
607	1 
608	12 
609	17 
610	27 
611	2 
612	15 
613	27 
614	20 
615	3 
616	11 
617	11 
618	13 
619	17 
620	25 
621	26 
622	27 
623	25 
624	27 
625	12 
626	23 
627	17 
628	21 
629	25 
630	23 
631	20 
632	3 
633	9 
634	37 
635	40 
636	8 
637	8 
638	31 
639	31 
640	2 
641	24 
642	15 
643	5 
644	40 
645	26 
646	37 
647	5 
648	33 
649	25 
650	33 
651	38 
652	15 
653	2 
654	27 
655	37 
656	11 
657	15 
658	27 
659	4 
660	14 
661	8 
662	8 
663	33 
664	37 
665	37 
666	5 
667	31 
668	23 
669	38 
670	23 
671	11 
672	38 
673	33 
674	23 
675	15 
676	8 
677	37 
678	5 
679	33 
680	31 
681	25 
682	1 
683	37 
684	12 
685	5 
686	20 
687	33 
688	3 
689	26 
690	27 
691	17 
692	8 
693	3 
694	14 
695	23 
696	9 
697	15 
698	17 
699	23 
700	11 
701	15 
702	25 
703	37 
704	1 
705	5 
706	8 
707	30 
708	15 
709	3 
710	20 
711	1 
712	26 
713	9 
714	30 
715	31 
716	14 
717	20 
718	33 
719	23 
720	8 
721	30 
722	5 
723	38 
724	5 
725	4 
726	11 
727	5 
728	1 
729	17 
730	30 
